"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
36.5690814263302,-1.53352464174779,0.357378284654176,-4.29104035582839,1.77837989274719e-05,0.000804105073523352,"Pp3c1_430"
2584.63120433033,0.349159526593989,0.0757110171956557,4.6117400020089,3.99312259198873e-06,0.000221124771849623,"Pp3c1_540"
951.248686754551,0.280391436910832,0.0886828734997412,3.16173152544105,0.00156834087169035,0.03237515386859,"Pp3c1_690"
6696.88035412229,-0.465479708733404,0.07658040624533,-6.07831339053246,1.21453213247744e-09,1.68614693377889e-07,"Pp3c1_3300"
1564.09353652246,0.393989240115144,0.084237984734979,4.67709717124256,2.90964400502969e-06,0.000170716434271295,"Pp3c1_4750"
544.185662192126,0.394580610728268,0.121306763068216,3.25275030631539,0.0011429388244032,0.0252316864325697,"Pp3c1_5460"
805.760661153735,0.376239940005988,0.0959622014436395,3.92070976223864,8.8288546708099e-05,0.00313043239173285,"Pp3c1_6050"
199.744333057752,-0.790735836789645,0.154844623060122,-5.10664058694905,3.27936647948676e-07,2.43042972844368e-05,"Pp3c1_6070"
415.14065893876,0.567120303840794,0.127235110102125,4.45726264853777,8.30128697371737e-06,0.000413261543939051,"Pp3c1_6640"
7.35166816893181,3.24469415122172,0.968607791469676,3.34985344924649,0.00080854326489416,0.0192043637640042,"Pp3c1_6700"
45.5196261609081,1.45828158480349,0.32234464048513,4.52398272423197,6.0686680083274e-06,0.000309942282684369,"Pp3c1_7150"
777.313219938302,0.377856935097528,0.117053110607175,3.22808110897283,0.00124623632926605,0.0270874343937716,"Pp3c1_7540"
272.485817385339,-0.660138396475129,0.139457071144799,-4.73363158322539,2.20537876821788e-06,0.000132551332428803,"Pp3c1_7630"
415.682806428654,0.635652320261572,0.175554145248033,3.62083344351389,0.00029365552088374,0.00835371564026269,"Pp3c1_7800"
794.630371079105,0.621653196726581,0.100063528392534,6.21258521174596,5.21198996224972e-10,7.55508603792581e-08,"Pp3c1_8340"
750.654259303497,0.572117943810504,0.0960330441726856,5.95751127894818,2.56108043131304e-09,3.29994376620296e-07,"Pp3c1_8550"
1485.56909295458,0.417351443561774,0.120242705048238,3.47090863761209,0.000518700449260322,0.0135439213996265,"Pp3c1_9290"
40.9924638513276,1.8348757699878,0.455290714358307,4.03011902532187,5.57486165254288e-05,0.002129899663144,"Pp3c1_10460"
46.5643698828846,-0.967270635814175,0.314580928458375,-3.07479108970258,0.00210650048413679,0.0406707326311956,"Pp3c1_10470"
122.750611334133,-2.18327876028708,0.591847120657804,-3.68892351433675,0.000225204903090194,0.00667622475115803,"Pp3c1_10720"
311.759254430968,0.554953189302334,0.159453379818674,3.48034760964873,0.00050076360904339,0.0132165571581861,"Pp3c1_10880"
2514.14415426248,0.242505098757526,0.0700789445246989,3.46045592441902,0.000539261505164867,0.0139697783348491,"Pp3c1_11690"
929.642094156865,-0.353595169407521,0.0922907716067106,-3.83131664468401,0.000127459342914077,0.00418788914368021,"Pp3c1_12610"
46.4977613713076,1.79501742565176,0.339688326303998,5.28430707402451,1.26181445001053e-07,1.06305171228665e-05,"Pp3c1_13780"
210.804970629348,1.07054717100784,0.19263215122536,5.55746880361318,2.73714884951689e-08,2.76718730355774e-06,"Pp3c1_14250"
90.1311793393796,-0.968641319913023,0.305860264811488,-3.16694069597445,0.00154051730894399,0.032035609945698,"Pp3c1_14380"
1901.57496796545,0.291758020346251,0.0868729749862365,3.35844398551419,0.000783826053988556,0.018798475460256,"Pp3c1_14540"
929.135358255494,0.418525617275353,0.117297220053001,3.56807788868517,0.000359609615112243,0.00990131836916587,"Pp3c1_15400"
1013.00073739012,0.350924223228587,0.0899329452808016,3.90206527911302,9.53754263973754e-05,0.00331610433156589,"Pp3c1_16900"
706.549821093057,-0.711137496386019,0.0985133984745512,-7.21868809114048,5.24914968206984e-13,1.36160180042533e-10,"Pp3c1_17370"
29.8699435339765,-1.4283603066334,0.3784442691426,-3.77429498369595,0.000160460804479754,0.00502913243165958,"Pp3c1_17450"
736.923294610311,1.04955909116379,0.338992630171573,3.09611182589008,0.00196076400243768,0.0382953071636471,"Pp3c1_18830"
546.34876199084,1.11451483285287,0.338396751558518,3.29351516443308,0.000989430042530964,0.022770205931359,"Pp3c1_18940"
870.969681009037,0.369057435364113,0.0922635939201266,4.00003316241517,6.33336079879143e-05,0.00237820713880713,"Pp3c1_20350"
60.7631728499436,1.44267490469063,0.290398500400839,4.96791444411487,6.76768073861758e-07,4.66496706577297e-05,"Pp3c1_20380"
178.235780658051,-0.622276198407194,0.190282817503058,-3.27027004630722,0.00107444859446736,0.0241430592242652,"Pp3c1_20830"
621.785358262588,-0.82040599639281,0.128880490021455,-6.36563374531114,1.94485017138861e-10,3.14268658022582e-08,"Pp3c1_20930"
1902.54936015664,0.277433023635378,0.0731176444026088,3.79433754878295,0.000148038167885037,0.0047377020157234,"Pp3c1_21400"
2955.45735858496,0.381331273339916,0.0796624344000514,4.78683932033679,1.69428371376124e-06,0.000105034934380783,"Pp3c1_21540"
1433.76464313391,-0.237752602358295,0.0772228485270467,-3.07878570776917,0.00207846126812726,0.0401713582743733,"Pp3c1_21650"
728.98536846045,0.553292240181462,0.114753790413813,4.82155960327096,1.42440145900508e-06,8.94288228115485e-05,"Pp3c1_22130"
395.702388519006,-0.414613287084557,0.124495950941709,-3.33033551652362,0.00086741394756922,0.0203816431017635,"Pp3c1_22440"
155.156860998779,0.590734383599147,0.196257940359606,3.00998972330361,0.00261256529190528,0.0481983430663383,"Pp3c1_22560"
